"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name"
"FDMCF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","MOOD MEDIA CORP","N","N","USA","Mood Media Corporation"
"FDMF","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","FREEDOM ENERGY HLDGS INC","N","N","USA","Freedom Energy Holdings, Inc."
"FDNB","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","FOUNDATION BANCORP","N","N","USA","Foundation Bancorp"
"FDNH","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FOUNDATION HEALTHCARE INC","N","N","USA","Foundation Healthcare Inc."
"FDNU","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","4-D NEUROIMAGING","N","N","USA","4-D Neuroimaging"
"FDOC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FUEL DOCTOR HLDGS INC","N","N","USA","Fuel Doctor Holdings, Inc."
"FDRVF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIRST DERIVATIVES PLC","N","N","","First Derivatives PLC"
"FDTC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FNDS3000","N","N","USA","FNDS3000 Corp."
"FDUC","Grey Market","15/10/2014","Grey Market","N","Common Stock","","FEDERAL UNITED CORP","N","N","Canada","Federal United Corp."
"FDVA","OTC Link","15/10/2014","OTCQX U.S. Premier","N","Common Stock","","FREEDOM BANK OF VIRGINIA","N","N","USA","Freedom Bank of Virginia (Fairfax)"
"FDYRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIDELITY EUROPEAN VAL ORD","N","N","United Kingdom","Fidelity European Values Plc."
"FEBHF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FENERBAHCE SPORTIF HIZMET","N","N","","Fenerbahce Sportif Hizmetler Sanayi Ve Ticaret As"
"FEBTQ","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FUNCTIONAL TECHS CORP","N","N","Canada","Functional Technologies Corp."
"FECFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FAIRWEST ENERGY CORP ORD","N","N","Canada","Fairwest Energy Corp."
"FECHF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIDELITY CHINA SPC ORD","N","N","","Fidelity China Special Situations PLC"
"FECOF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FEC RESOURCES INC ORD","N","N","Canada","FEC Resources Inc."
"FEDC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FEDERAL CASTERS CORP","N","N","USA","Federal Casters Corp."
"FEDP","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","FEDERATED PURCHASER INC","N","N","USA","Federated Purchaser, Inc."
"FEEC","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FAR EAST ENERGY CORP","N","N","USA","Far East Energy Corp."
"FEERF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FREEPORT RES INC","N","N","Canada","Freeport Resources Inc."
"FEEXF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FERREXPO PLC ORD","N","N","","Ferrexpo plc."
"FEEXY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","FERREXPO PLC ADR","N","N","","Ferrexpo plc."
"FEGR","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FRIENDLY ENERGY EXPL","N","N","USA","Friendly Energy Exploration"
"FEHZY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FAR EAST HORIZON LTD ADR","N","N","China","Far East Horizon Ltd."
"FEIFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FORTALEZA ENERGY INC ORD","N","N","Canada","FORTALEZA ENERGY INC"
"FEKR","Grey Market","15/10/2014","Grey Market","N","Common Stock","","FERTIL-A-CHRON INC","N","N","USA","Fertil-A-Chron, Inc."
"FELTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FUJI ELECTRIC CO LTD","N","N","Japan","Fuji Electric Company Ltd."
"FELTY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FUJI ELECTRIC UNSP/ADR","N","N","Japan","Fuji Electric Company Ltd."
"FEMOW","OTC Link","15/10/2014","OTC Pink Current","N","Warrants","","FEDERAL-MOGUL CORP A WT","N","N","USA","Federal-Mogul Holdings Corp"
"FENB","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","1ST ENTERPRISE BANK (CA)","N","N","USA","1st Enterprise Bank (Los Angeles, CA)"
"FENCF","OTC Link","15/10/2014","OTCQB","N","Ordinary Shares","","FENNEC PHARMS INC","N","N","USA","Fennec Pharmaceuticals, Inc."
"FENYF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FORENT ENERGY INC","N","N","Canada","Forent Energy Inc."
"FEOTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FAR EASTONE TELLECOMMUNS","N","N","","Far Eastone Telecommunication Co., Ltd."
"FEOVF","OTC Link","15/10/2014","OTCQX International","N","Ordinary Shares","","OCEANIC IRON ORE CORP NEW","N","N","Canada","Oceanic Iron Ore Corp."
"FEPTY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","FAR EAST PHARM TECH S/ADR","N","N","","Far East Pharmaceutical Technology"
"FEPU","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","FLYING EAGLE PU TECH CORP","N","N","China","Flying Eagle PU Technical Corp."
"FEQT","Grey Market","15/10/2014","Grey Market","N","Common Stock","","FIRST EQUITIES CORP","N","N","","First Equities Corp."
"FERN","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","FERNHILL CORP","N","N","USA","Fernhill Corp."
"FESNF","OTC Link","15/10/2014","OTC Pink Current","N","Fund","","FIRST RE INVST TR UNIT","N","N","Singapore","First Real Estate Investment Trust"
"FESTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","HYBRID KINETIC GRP ORD","N","N","","Hybrid Kinetic Group Ltd"
"FETLF","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","FAR EASTONE TLCM GDR","N","N","","Far Eastone Telecommunication Co., Ltd."
"FETLY","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","FAR EASTONE TELC 144A","N","N","","Far Eastone Telecommunication Co., Ltd."
"FETM","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","FENTURA FINANCIAL INC","N","N","USA","Fentura Financial, Inc."
"FEWP","OTC Link","15/10/2014","OTC Pink No Information","Y","Common Stock","","FAR EAST WIND POWER CORP","N","N","China","Far East Wind Power Corp."
"FEXXF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FJORDLAND EXPLOR LTD","N","N","Canada","Fjordland Exploration Ltd."
"FFDF","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FFD FINANCIAL CORP","N","N","USA","FFD Financial Corp."
"FFFC","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","FASTFUNDS FINANCIAL CORP","N","N","USA","FastFunds Financial Corp."
"FFGI","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","FIREBRAND FINCL GRP INC","N","N","","Firebrand Financial Group, Inc."
"FFGRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FINSBURY FOOD GRP PLC ORD","N","N","","Finsbury Food Group PLC"
"FFHMY","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","FIRST FINCL HLDG S/GDR","N","N","Taiwan","First Financial Holding Co., Ltd."
"FFHN","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","FOREFRONT HLDGS INC","N","N","USA","Forefront Holdings, Inc."
"FFHOY","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","FIRST FINCL HLDG GDR 144A","N","N","Taiwan","First Financial Holding Co., Ltd."
"FFIRD","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","FIDELITY FIRST FINCL CORP","N","N","","Fidelity First Financial Corp."
"FFLB","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FAIRFIELD FIRST BK&TR CO","N","N","USA","Fairfield First Bank & Trust Co. (CT)"
"FFLO","OTC Link/BB","15/10/2014","OTC Pink Current","N","Common Stock","","FREE FLOW INC","N","N","USA","Free Flow Inc"
"FFMH","Grey Market","15/10/2014","Grey Market","N","Common Stock","","FIRST FMRS & MERCHANTS CO","N","N","USA","First Farmers & Merchants Corp."
"FFMR","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST FARMERS FINANCIAL","N","N","USA","First Farmers Financial Corp"
"FFNGY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FUFENG GROUP LTD S/ADR","N","N","China","Fufeng Group Ltd."
"FFPM","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FFP MARKETING CO INC","N","N","USA","FFP Marketing Co., Inc."
"FFSL","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST INDEPENDENCE CRP DE","N","N","USA","First Independence Corp."
"FFUSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIDELITY FUNDS SICAV ORD","N","N","","Fidelity Funds Sicav Luxembourg"
"FFWC","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FFW CORPORATION","N","N","USA","FFW Corporation"
"FFXLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FAIRFAX MEDIA LTD ORD","N","N","Australia","Fairfax Media Ltd."
"FFXLY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","FAIRFAX MEDIA UNSP/ADR","N","N","Australia","Fairfax Media Ltd."
"FGBI","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST GTY BNCSH HAMMOND","N","N","USA","First Guaranty Bancshares (Hammond, LA)"
"FGCUL","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","FEDERAL GRID CO UNI EN SY","N","N","","Federal Grid Co Uni Energy Systems"
"FGEB","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST GENERAL BANK","N","N","USA","First General Bank"
"FGETF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FLIGHT CENTRE LTD","N","N","","Flight Centre Ltd."
"FGFH","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FORESIGHT FINCL GRP INC","N","N","USA","Foresight Financial Group Inc."
"FGLD","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","FOCUS GOLD CORP","N","N","USA","Focus Gold Corp."
"FGLF","Grey Market","15/10/2014","Grey Market","N","Common Stock","","RENAISSANCE GOLF PROD INC","N","N","USA","Renaissance Golf Products, Inc."
"FGNT","OTC Link","15/10/2014","OTC Pink No Information","N","Fund","","FRAGRANCENET.COM INC","N","N","USA","FragranceNet.com, Inc."
"FGOOF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIREGOLD COMPANY LTD","N","N","USA","Firegold Company Ltd"
"FGOVF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FREEGOLD VENTURES LTD","N","N","Canada","Freegold Ventures Ltd."
"FGRBF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FROMAGERIES BEL SA","N","N","","Fromageries Bel SA"
"FGROF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIRSTGROUP PLC","N","N","United Kingdom","Firstgroup PLC"
"FGROY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FIRSTGROUP PLC UNS ADR","N","N","United Kingdom","Firstgroup PLC"
"FGRPF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","B","FINGERPRINT AB B SHS","N","N","","Fingerprint AB"
"FGWLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FLUGHAFEN WIEN AG ORD","N","N","","Flughafen Wien AG"
"FHAI","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FOUNTAIN HEALTHY AGING","N","N","USA","Fountain Healthy Aging, Inc."
"FHGDF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FOUNDER HOLDINGS LTD","N","N","Hong Kong","Founder Holdings Ltd."
"FHGDY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","FOUNDER HLDGS LTD ORD","N","N","Hong Kong","Founder Holdings Ltd."
"FHHIQ","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FASHION HOUSE HLDGS INC","N","N","USA","Fashion House Holdings, Inc. (The)"
"FHLB","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FRIENDLY HILLS BANK (CA)","N","N","USA","Friendly Hills Bank (Whittier, CA)"
"FHLIF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","F H L I KYRIAKIDIS MBL SA","N","N","","F H L I Kyriakidis Marbles Granites SA"
"FHNIY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FOSCHINI GROUP LTD S/ADR","N","N","South Africa","Foschini Group Ltd. (The)"
"FHOSY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","FAR EAST HOSPITALITY TRUS","N","N","","Far East Hospitality Trust"
"FHRT","OTC Link","15/10/2014","OTC Pink Limited","N","Common Stock","","FIRST HARTFORD CORP","N","N","USA","First Hartford Corp."
"FHWY","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FITT HIGHWAY PRODS INC","N","N","USA","FITT Highway Products Inc."
"FIADF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FIAT SPA ORD","N","N","Italy","Fiat S.p.A."
"FIBCF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIRST BAUXITE CORP ORD","N","N","Canada","First Bauxite Corp."
"FIBH","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST BANCSHARES INC OH","N","N","USA","First Bancshares, Inc."
"FIBUF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FINSBURY GRWTH&INCME ORD","N","N","","Finsbury Growth & Income Trust Plc"
"FIDS","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FNB INC","N","N","USA","FNB, Inc."
"FIEB","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST INTERCONTINENTAL BK","N","N","USA","First Intercontinental Bank (GA)"
"FIEC","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FRONTIER NATL CORP","N","N","USA","Frontier National Corp."
"FIED","Grey Market","15/10/2014","Grey Market","N","Common Stock","","FIRST NB FREDRICKBURG PA","N","N","USA","First National Bank Fredericksburg (PA)"
"FIGO","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIGO VENTURES INC","N","N","Canada","FIGO Ventures, Inc."
"FIGR","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST NB GROTON NY","N","N","USA","First National Bank of Groton (NY) (The)"
"FIISO","Grey Market","15/10/2014","Grey Market","N","Preferred Stock","","FINCL INSTNS 8.48 B-1 PFD","N","N","USA","Financial Institutions, Inc."
"FIISP","Grey Market","15/10/2014","Grey Market","N","Preferred Stock","","FINANCIAL INSTNS 3% PFD","N","N","USA","Financial Institutions, Inc."
"FIIT","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST SECURITY INC KY","N","N","USA","First Security Inc"
"FILIY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","FILINVEST DEV CP UNSP/ADR","N","N","Philippines","Filinvest Development Corp."
"FILM","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","CRE8TIVE WORKS INC","N","N","USA","Cre8tive Works, Inc."
"FIMA","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","FIMA INC","N","N","USA","FIMA, Inc."
"FIND","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","FINDEX.COM INC","N","N","USA","FindEx.com, Inc."
"FINGF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FINNING INTL INC","N","N","Canada","Finning International Inc."
"FINMF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FINMECCANICA SPA ORD","N","N","Italy","Finmeccanica S.p.A."
"FINMY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FINMECCANICA SPA UNSP/ADR","N","N","Italy","Finmeccanica S.p.A."
"FINN","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST NATL OF NEB INC","N","N","USA","First National of Nebraska, Inc."
"FINW","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","FIRSTIN WIRELESS TECH INC","N","N","Canada","Firstin Wireless Technology, Inc."
"FIRM","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","FIRSTMARK CORP MAINE","N","N","USA","Firstmark Corp."
"FIRRF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FIRST TRACTOR CO LTD","N","N","China","First Tractor Co. Ltd."
"FIRRY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FIRST TRACTOR UNSP/ADR","N","N","China","First Tractor Co. Ltd."
"FIRT","OTC Link","15/10/2014","OTCQX U.S. Premier","N","Common Stock","","FIRST BANCTRUST CORP","N","N","USA","First BancTrust Corp."
"FIRZF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FIREBIRD RESOURCES INC","N","N","Canada","Firebird Resources Inc"
"FISB","OTC Link","15/10/2014","OTCQB","N","Common Stock","","1ST CAPITAL BANK (CA)","N","N","USA","1st Capital Bank (Monterey CA)"
"FISOF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FISSION 3.0 CORP","N","N","Canada","Fission 3.0 Corp"
"FITX","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","CREATIVE EDGE NTRTN INC","N","N","USA","Creative Edge Nutrition, Inc."
"FIZN","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FIRST CTZNS BNCSHS INC","N","N","USA","First Citizens Bancshares, Inc."
"FJBHF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","F J BENJAMIN HLDGS LTD","N","N","","F J Benjamin Holdings Ltd."
"FJKNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIRST JUKEN CO LTD ORD","N","N","","First Juken Company Ltd. Amagasaki"
"FJTNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FUJI MEDIA HOLDINGS","N","N","Japan","Fuji Media Holdings, Inc."
"FJTNY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","FUJI MEDIA HLDGS INC ADR","N","N","Japan","Fuji Media Holdings, Inc."
"FJTSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FUJITSU LTD","N","N","Japan","Fujitsu Ltd."
"FJTSY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FUJITSU LTD UNSP/ADR","N","N","Japan","Fujitsu Ltd."
"FJVPF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FIDELITY JAPANESE VALUE","N","N","","Fidelity Japanese Value plc"
"FKCIF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FUKUI COMPUTER HOLDINGS","N","N","","kui Computer Holdings Inc."
"FKDNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FUJITSU KIDEN LTD ORD","N","N","","Fujitsu Kiden, Ltd."
"FKKFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FUKUOKA FINANCIAL GRP INC","N","N","Japan","Fukuoka Financial Group, Inc."
"FKKFY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","FUKUOKA FINCL GP UNSP/ADR","N","N","Japan","Fukuoka Financial Group, Inc."
"FKLN","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","FRANKLIN OPHTLC INSTR INC","N","N","USA","Franklin Ophthalmic Instruments Co., Inc."
"FKRAF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FISKARS OY AKT A","N","N","","Fiskars OY AKT"
"FKRNF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","FALCK RENEWABLES SPA ORD","N","N","","Falck Renewables SPA"
"FKSMF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","FOCUS MINERALS LTD ORD","N","N","Australia","Focus Minerals Ltd."
"FKWL","OTC Link","15/10/2014","OTCQB","N","Common Stock","","FRANKLIN WIRELESS CORP","N","N","USA","Franklin Wireless Corp."
